NT_GER;NT_FG;NT_CE;NO_IES;CO_IES_enade;NO_CURSO;NO_CINE_ROTULO;NO_CINE_AREA_GERAL;CO_CATEGAD_DESC;SG_UF_IES;NO_REGIAO_IES;TP_ORGANIZACAO_ACADEMICA_ies_mec;QE_I08_DESC;QE_I04;QE_I05;QE_I17;CO_MODALIDADE;CO_TURNO_GRADUACAO
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;1270;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;1270;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;1270;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;3
37;33,7;38,1;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1427;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Até 1,5 s.m.;B;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE DE FRANCA;496;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE PAULISTA;322;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE PAULISTA;322;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE PAULISTA;322;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE ANHEMBI MORUMBI;466;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1427;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;1427;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE DE FRANCA;496;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE DE FRANCA;496;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,7;25,3;31,2;UNIVERSIDADE BRASIL;319;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;4
36,2;22;40,9;Faculdade Zarns - Itumbiara;23454;Medicina;Medicina;Saúde e bem-estar;Privada com fins lucrativos;GO;Centro-Oeste;3.0;Até 1,5 s.m.;A;C;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE PAULÍNIA;1949;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE PAULÍNIA;1949;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
27,8;29,5;27,2;UNIVERSIDADE DE SOROCABA;150;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;1281;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;4
16,4;7,2;19,5;CENTRO UNIVERSITÁRIO FACOL;1697;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;PE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;4
24;25,5;23,5;UNIVERSIDADE SANTO AMARO;375;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
36,7;37,8;36,3;Centro Universitário Univinte;1918;Odontologia;Odontologia;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;De 1,5 a 3 s.m.;C;C;A;1;4
31,7;22,2;34,8;UNIVERSIDADE TUIUTI DO PARANÁ;355;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;B;B;A;1;1
29,8;29,5;28,9;Faculdade Estácio de Alagoas - Estácio FAL;1298;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;AL;Nordeste;3.0;Não Informado;A;B;A;1;1
24,3;12,4;28,2;CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES;1599;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SOCIESC;1351;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES;1599;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro de Ensino Superior de Serra Dourada;24025;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE CRUZEIRO DO SUL;221;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE CRUZEIRO DO SUL;221;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE CRUZEIRO DO SUL;221;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GAMA E SOUZA;1141;Odontologia;Odontologia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;UNIVERSIDADE CIDADE DE SÃO PAULO;417;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE CIDADE DE SÃO PAULO;417;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE CIDADE DE SÃO PAULO;417;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
34,3;15,2;40,7;Centro Universitário Santa Rita;1202;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;Faculdade Única de Ipatinga;15450;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;De 1,5 a 3 s.m.;B;A;A;1;4
29,8;29,5;28,9;Faculdade Atitus Educação Porto Alegre;21519;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;RS;Sul;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS;2428;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;1060;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;1060;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;FACULDADE DE AGUDOS;1834;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU;502;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;Centro Universitário UNIBTA;1853;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;3
32,3;28,9;33,4;CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS;5439;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Até 1,5 s.m.;B;B;A;1;4
25,9;10,4;31,1;UNIVERSIDADE ESTÁCIO DE SÁ;163;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITARIO AVANTIS;1988;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITARIO AVANTIS;1988;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Não Informado;A;B;A;0;4
32,6;49,2;27,1;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO;74;Biomedicina;Biomedicina;Saúde e bem-estar;Pública Municipal;SP;Sudeste;3.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DA AMAZÔNIA;383;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;PA;Norte;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;Centro Universitário Salesiano;1494;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;ES;Sudeste;2.0;De 1,5 a 3 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE DO VALE DO RIO DOS SINOS;14;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;A;A;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;1836;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
66,1;42,8;73,9;UNIVERSIDADE DO VALE DO RIO DOS SINOS;14;Fisioterapia;Fisioterapia;Saúde e bem-estar;Não Informado;RS;Sul;1.0;Até 1,5 s.m.;B;B;A;0;3
29,8;29,5;28,9;Centro Universitário Dinâmica das Cataratas;1396;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;De 1,5 a 3 s.m.;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário de Ensino, Ciência e Tecnologia do Paraná;1900;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;Centro Universitário de Ensino, Ciência e Tecnologia do Paraná;1900;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário de Ensino, Ciência e Tecnologia do Paraná;1900;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;De 1,5 a 3 s.m.;C;C;A;1;4
29,8;29,5;28,9;Centro Universitário de Ensino, Ciência e Tecnologia do Paraná;1900;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;Centro Universitário de Ensino, Ciência e Tecnologia do Paraná;1900;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;349;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;1;1
27,9;27,1;28,2;UNIVERSIDADE POSITIVO;1042;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;B;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE POSITIVO;1042;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE POSITIVO;1042;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;1.0;Até 1,5 s.m.;A;A;A;0;4
29,8;29,5;28,9;Centro Universitário Católico Ítalo Brasileiro;206;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Católico Ítalo Brasileiro;206;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Até 1,5 s.m.;B;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;1510;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Doctum de Teófilo Otoni;5370;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;2.0;Até 1,5 s.m.;A;A;A;0;4
29,8;29,5;28,9;Centro Universitário Doctum de Teófilo Otoni;5370;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada sem fins lucrativos;MG;Sudeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;1836;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;1510;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;1510;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO UNIRB;2076;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO UNIRB;2076;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE PAULISTA;322;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO UNIRB;2076;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;BA;Nordeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;Universidade Universus Veritas Guarulhos;481;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;1.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;UNIVERSIDADE TIRADENTES;398;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SE;Nordeste;1.0;Até 1,5 s.m.;A;A;A;0;4
38,4;28,9;41,6;Centro Universitário de Excelência Eniac;1892;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO;1270;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;UNIVERSIDADE ESTÁCIO DE SÁ;163;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;1.0;Não Informado;A;B;A;1;1
21;21,6;20,8;UNIVERSIDADE POTIGUAR;718;Fisioterapia;Fisioterapia;Saúde e bem-estar;Privada com fins lucrativos;RN;Nordeste;1.0;Até 1,5 s.m.;A;C;A;1;2
24,5;21,6;25,5;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE;217;Odontologia;Odontologia;Saúde e bem-estar;Especial;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;UNIVERSIDADE VILA VELHA;664;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;ES;Sudeste;1.0;Não Informado;A;B;A;0;3
45,2;58,7;40,7;UNIVERSIDADE ESTADUAL DE LONDRINA;9;Nutrição;Nutrição;Saúde e bem-estar;Pública Estadual;PR;Sul;1.0;Não Informado;A;B;A;1;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO GAMA E SOUZA;1141;Farmácia;Farmácia;Saúde e bem-estar;Privada sem fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;Centro Universitário Estácio do Ceará;1107;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;CE;Nordeste;2.0;De 1,5 a 3 s.m.;A;D;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA;1660;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;DF;Centro-Oeste;2.0;Não Informado;A;B;A;1;4
23,5;12,1;27,3;FACULDADES DE DRACENA;1420;Medicina;Medicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;3.0;Até 1,5 s.m.;B;C;A;1;3
29,8;29,5;28,9;Centro Universitário CEUNI - FAMETRO;2147;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;AM;Norte;2.0;Até 1,5 s.m.;A;A;A;0;3
33,6;28,9;35,2;CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO;376;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;B;B;A;1;4
12,3;11,1;12,7;Centro Universitário FUNVIC;2494;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;SP;Sudeste;2.0;Até 1,5 s.m.;A;B;A;1;1
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO INTERNACIONAL;1491;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO INTERNACIONAL;1491;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO INTERNACIONAL;1491;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;Centro Universitário de Ciências e Tecnologia do Maranhão;4964;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;MA;Nordeste;2.0;Não Informado;A;B;A;1;2
29,8;29,5;28,9;CENTRO UNIVERSITARIO AVANTIS;1988;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Até 1,5 s.m.;A;B;A;0;4
29,8;29,5;28,9;UNIVERSIDADE SÃO FRANCISCO;670;Nutrição;Nutrição;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Não Informado;A;B;A;1;4
17,5;31,9;12,7;UNIVERSIDADE SÃO FRANCISCO;670;Biomedicina;Biomedicina;Saúde e bem-estar;Não Informado;SP;Sudeste;1.0;Até 1,5 s.m.;B;B;A;1;1
25;61,6;12,8;CENTRO UNIVERSITÁRIO INTA;2111;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Não Informado;CE;Nordeste;2.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO SUMARÉ;1388;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;3
17,3;18,3;16,9;UNIVERSIDADE CRUZEIRO DO SUL;221;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;1.0;Até 1,5 s.m.;A;A;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO IBMR;712;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Até 1,5 s.m.;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO IBMR;712;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;RJ;Sudeste;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;FACULDADE ISEIB DE BETIM;13663;Enfermagem;Enfermagem;Saúde e bem-estar;Privada com fins lucrativos;MG;Sudeste;3.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA;1702;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;RR;Norte;2.0;Até 1,5 s.m.;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO ESTÁCIO DA AMAZÔNIA;1702;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;RR;Norte;2.0;Não Informado;A;B;A;1;4
60,5;62,6;59,8;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;2632;Nutrição;Nutrição;Saúde e bem-estar;Privada sem fins lucrativos;BA;Nordeste;3.0;Até 1,5 s.m.;A;D;A;1;4
24,4;47;16,9;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA;2632;Biomedicina;Biomedicina;Saúde e bem-estar;Privada sem fins lucrativos;BA;Nordeste;3.0;De 1,5 a 3 s.m.;B;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL;3602;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;B;A;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL;3602;Fonoaudiologia;Fonoaudiologia;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL;3602;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;0;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO OPET;5403;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO OPET;5403;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;PR;Sul;2.0;Até 1,5 s.m.;A;B;A;1;1
15,4;33,8;9,2;Centro Universitário Estácio de São Paulo;793;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
29,8;29,5;28,9;CENTRO UNIVERSITÁRIO FAI;1773;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Até 1,5 s.m.;B;B;A;0;4
15,8;33,9;9,7;CENTRO UNIVERSITÁRIO FAI;1773;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SC;Sul;2.0;Até 1,5 s.m.;A;A;A;0;4
29,8;29,5;28,9;Centro Universitário UNIBTA;1853;Farmácia;Farmácia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;Centro Universitário UNIBTA;1853;Nutrição;Nutrição;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;0;3
29,8;29,5;28,9;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;1303;Nutrição;Nutrição;Saúde e bem-estar;Pública Federal;GO;Centro-Oeste;4.0;Até 1,5 s.m.;B;B;A;1;3
29,8;29,5;28,9;Centro Universitário das Américas;1294;Biomedicina;Biomedicina;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;1
29,8;29,5;28,9;Centro Universitário das Américas;1294;Radiologia;Radiologia;Saúde e bem-estar;Privada com fins lucrativos;SP;Sudeste;2.0;Não Informado;A;B;A;1;4
